decile1b,decile3,decile1,race,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,sex,tier,index6040,dropout,pass_bar
7,5,7,0,1,33,3.3,0.52,65,-0.08,1,4,-63,0,1,4,693.157879,0,1
6,6,6,1,4,37,3.3,0.15,69,0.26,1,5,-62,0,1,5,756.315771,0,1
1,2,1,0,3,27,2.7,-1.9,67,-1.27,1,4,-60,0,0,3,538.421041,0,1
3,1,4,0,3,36,3.1,-0.46,63,-1.61,1,2,-56,0,0,3,720.526298,0,0
10,9,10,1,4,48,3.7,1.47,67,1.19,1,4,-60,0,0,5,969.999974,0,1
1,2,1,0,1,29,3.3,-1.66,67,-1.2,1,3,-60,0,1,4,629.999987,0,1
4,5,5,1,5,37,3.9,-0.17,51,-0.08,1,4,-44,0,0,6,816.315771,0,1
3,5,3,1,1,34,3.8,-0.6,66,-0.06,1,3,-59,0,0,4,758.947352,0,1
9,9,9,1,3,32,3.1,0.92,68,1.04,1,4,-61,0,1,3,657.368406,0,1
8,8,9,1,2,38,2.3,0.84,59,0.86,1,4,-52,0,1,2,672.105244,0,1
8,6,8,1,3,39,2.9,0.66,58,0.11,2,4,-51,1,0,3,747.894717,0,1
7,7,7,1,3,29.5,3.6,0.47,64,0.36,1,4,-57,0,1,3,667.8947235,0,1
7,5,7,1,1,30,3.6,0.45,66,-0.01,2,2,-64,1,0,4,675.78946,0,1
3,4,3,1,1,28,3.7,-0.66,69,-0.29,1,4,-62,0,1,4,654.210514,0,1
7,8,8,1,1,34,3.4,0.58,67,0.75,1,3,-60,0,1,4,718.947352,0,1
6,6,6,0,1,33,3,0.09,63,0.16,1,2,-56,0,0,4,663.157879,0,1
3,3,3,1,5,44,3.7,-0.66,69,-0.71,1,4,-62,0,0,6,906.842082,0,1
9,8,9,1,1,41,3.7,1.01,68,0.62,1,4,-61,0,1,4,859.473663,0,1
4,6,4,1,4,39,3.5,-0.41,56,0.02,1,2,-49,0,0,5,807.894717,0,1
1,1,1,0,3,25.5,2.8,-2.02,67,-1.41,1,1,-60,0,1,3,524.7368315,0,1
8,8,8,1,5,48,3.5,0.93,58,0.57,1,3,-56,0,0,6,949.999974,0,1
9,7,9,1,1,35,3.8,1.03,67,0.45,1,2,-65,0,1,4,774.736825,0,1
6,7,6,1,1,39,3.5,0.29,69,0.37,1,4,-62,0,0,4,807.894717,0,1
3,6,3,1,1,40,3.8,-0.6,55,0.02,1,3,-48,0,1,4,853.68419,0,1
9,10,9,1,2,28,3.2,1.21,68,1.5,1,4,-61,0,1,2,604.210514,0,1
10,10,10,1,1,35,3.5,1.83,67,1.78,1,4,-60,0,1,4,744.736825,0,1
8,8,8,0,6,31.5,3.6,0.83,69,0.76,1,2,-62,0,0,1,699.4736695,0,1
6,5,6,1,4,39,3,0.11,66,-0.21,1,2,-59,0,0,5,757.894717,0,1
8,8,8,1,3,34.5,3.3,0.64,68,0.59,1,3,-61,0,1,3,716.8420885,0,1
10,10,10,1,4,34,3.4,2.11,65,2.33,1,2,-58,0,0,5,718.947352,0,1
7,6,7,1,3,36,3.1,0.51,65,0.01,1,4,-58,0,1,3,720.526298,0,1
1,3,2,0,3,26,3.1,-1.15,68,-0.74,1,3,-61,0,0,3,562.631568,0,1
9,9,9,1,1,33,3.8,1.2,69,1.02,1,4,-62,0,0,4,743.157879,0,1
10,10,10,1,3,33,3.4,2.03,16,2.09,1,3,-9,0,0,3,703.157879,0,1
10,10,10,1,2,33,3.1,1.98,69,1.82,1,3,-62,0,0,2,673.157879,0,1
3,3,4,1,3,40,2.6,-0.44,63,-0.62,1,2,-61,0,1,3,733.68419,0,1
2,1,3,1,3,40,2.5,-0.81,68,-1.33,1,2,-61,0,1,3,723.68419,0,0
8,6,8,1,3,33,3.1,0.67,69,0.1,1,4,-62,0,0,3,673.157879,0,1
4,5,4,1,3,39,2.7,-0.39,69,-0.07,1,3,-62,0,0,3,727.894717,0,1
10,8,10,1,3,40,3.7,1.75,68,0.86,1,3,-61,0,0,3,843.68419,0,1
5,4,5,1,4,45,3.5,-0.11,68,-0.38,1,4,-61,0,1,5,902.631555,0,1
7,5,7,1,3,33,3.6,0.44,69,-0.14,1,3,-67,0,1,3,723.157879,0,1
3,3,3,0,3,36,3.3,-0.54,67,-0.63,1,4,-60,0,1,3,740.526298,0,1
1,1,1,1,3,38,2.8,-1.73,69,-1.79,1,5,-62,0,1,3,722.105244,0,1
2,3,2,1,2,30,3.4,-1,69,-0.66,1,4,-62,0,0,2,655.78946,0,1
1,1,1,0,4,32,2.7,-1.31,67,-1.73,1,1,-60,0,1,5,617.368406,0,1
4,3,4,1,3,34,2.6,-0.4,66,-0.71,2,4,-64,1,1,3,638.947352,0,1
10,10,10,1,3,36.5,3.1,1.83,67,1.99,1,4,-60,0,1,3,728.4210345,0,1
7,7,7,1,1,45,2.7,0.46,67,0.52,1,3,-60,0,0,4,822.631555,0,1
2,5,2,1,4,46,3.9,-1.15,69,-0.23,1,4,-62,0,0,5,958.421028,0,1
9,8,9,1,1,40,3.6,0.99,69,0.87,1,4,-62,0,1,4,833.68419,0,1
10,8,10,1,3,33,3.6,1.37,69,0.75,1,2,-62,0,0,3,723.157879,0,1
10,10,10,1,3,36.5,3.6,1.36,68,1.33,1,4,-61,0,1,3,778.4210345,0,1
7,6,7,1,5,44,3.7,0.58,69,0.25,1,2,-62,0,0,6,906.842082,0,1
8,5,9,1,3,31,3,0.83,62,-0.04,2,3,-60,1,1,3,631.578933,0,1
10,9,10,1,5,44,3.7,1.47,68,1.05,1,3,-61,0,1,6,906.842082,0,1
1,3,1,0,3,22,3.1,-1.63,69,-0.74,1,3,-62,0,0,3,499.473676,0,0
3,5,4,1,3,29,3.1,-0.44,68,-0.22,1,4,-61,0,1,3,609.999987,0,1
10,10,10,1,3,40,3.5,1.49,68,1.57,1,3,-61,0,1,3,823.68419,0,1
8,7,8,1,1,43,3.9,0.66,70,0.55,1,4,-63,0,1,4,911.052609,0,1
5,6,5,1,1,39,3.2,0.01,63,0.02,1,5,-56,0,1,4,777.894717,0,1
1,1,1,1,3,39,3,-1.64,67,-1.93,1,5,-60,0,1,3,757.894717,0,1
8,8,8,1,4,44,3.2,0.69,67,0.56,1,3,-60,0,1,5,856.842082,0,1
7,7,7,1,5,39,3,0.49,66,0.37,1,5,-59,0,1,6,757.894717,0,1
8,7,8,1,3,34,2.6,0.71,69,0.36,1,3,-62,0,0,3,638.947352,0,1
10,10,10,1,3,33,2.9,1.44,69,1.66,1,4,-62,0,1,3,653.157879,0,1
6,5,7,1,1,43,3.2,0.32,69,0.01,1,3,-62,0,0,4,841.052609,0,1
3,5,3,1,4,39,3.4,-0.7,68,-0.24,1,5,-61,0,1,5,797.894717,0,1
1,1,1,0,4,38,3.6,-2.01,68,-1.61,1,4,-61,0,0,5,802.105244,0,1
2,1,2,1,5,45,3.5,-1.02,65,-1.72,1,5,-58,0,0,6,902.631555,0,1
4,5,4,1,1,46,3.1,-0.29,69,-0.13,1,3,-62,0,1,4,878.421028,0,1
8,6,8,1,1,33,3.3,0.8,69,0.23,1,3,-62,0,0,4,693.157879,0,1
9,8,9,1,3,41,3,1.01,68,0.66,1,3,-61,0,0,3,789.473663,0,1
8,7,8,1,1,38,3.5,0.86,69,0.4,1,3,-62,0,1,4,792.105244,0,1
6,7,6,1,3,39,2.8,0.06,67,0.49,1,3,-65,0,0,3,737.894717,0,1
10,10,10,1,1,42,3.1,1.33,65,1.39,1,4,-58,0,1,4,815.263136,0,1
4,2,4,1,1,39,3.5,-0.39,51,-1.31,1,3,-44,0,1,4,807.894717,0,0
2,1,3,1,2,36,3,-0.81,69,-1.47,1,2,-67,0,1,2,710.526298,0,1
1,1,1,0,1,34,2.9,-1.62,69,-1.66,1,3,-67,0,0,4,668.947352,0,1
8,6,8,1,3,30,3.5,0.67,68,0.24,1,4,-61,0,0,3,665.78946,0,1
9,9,9,1,3,41,3.1,0.87,67,1.05,1,4,-60,0,1,3,799.473663,0,1
2,1,2,1,3,31,3.4,-1.06,67,-1.41,2,3,-60,1,1,3,671.578933,0,1
6,6,6,1,1,44,2.7,0.22,66,0.13,1,4,-59,0,1,4,806.842082,0,1
7,7,7,0,1,45,3.6,0.39,68,0.38,1,4,-61,0,0,4,912.631555,0,1
9,9,9,1,3,38,3.6,1.22,61,1.16,1,3,-54,0,0,3,802.105244,0,1
2,3,3,1,2,33,3,-0.76,68,-0.82,1,4,-61,0,0,2,663.157879,0,1
2,2,2,1,3,34,3,-1.02,63,-1.13,1,4,-56,0,1,3,678.947352,0,0
10,10,10,1,1,39,3.6,1.66,68,1.76,1,4,-61,0,1,4,817.894717,0,1
5,5,6,1,4,39,2.9,0.05,68,-0.17,1,4,-61,0,1,5,747.894717,0,1
6,8,6,1,3,32,3.3,0.22,58,0.65,1,2,-51,0,0,3,677.368406,0,1
2,5,3,0,3,30.5,3.1,-0.8,68,-0.15,1,4,-61,0,0,3,633.6841965,0,1
8,7,8,1,2,42,3.8,0.7,70,0.44,1,4,-68,0,1,2,885.263136,0,1
7,6,7,1,1,36.5,3.5,0.47,69,0.2,1,3,-67,0,1,4,768.4210345,0,1
4,3,5,1,1,31,3.8,-0.17,68,-0.77,1,3,-66,0,1,4,711.578933,0,1
10,10,10,1,3,38,3.6,1.6,69,1.37,1,2,-62,0,1,3,802.105244,0,1
6,8,6,1,4,39,3.8,0.15,69,0.77,1,4,-62,0,0,5,837.894717,0,1
10,10,10,1,4,29.5,3.2,1.97,67,1.48,2,4,-60,1,1,5,627.8947235,0,1
10,9,10,1,4,42,3,1.52,66,1.14,1,3,-59,0,1,5,805.263136,0,1
8,7,8,1,3,39,3,0.73,70,0.41,1,4,-63,0,1,3,757.894717,0,1
4,2,4,1,1,38.5,3,-0.34,69,-0.98,1,4,-62,0,1,4,749.9999805,0,1
3,3,3,1,4,36,3,-0.69,67,-0.76,1,5,-60,0,0,5,710.526298,0,1
3,1,3,1,4,47,3.6,-0.56,62,-1.3,1,4,-55,0,1,5,944.210501,0,1
2,3,3,0,1,34,3.5,-0.79,65,-0.59,1,2,-58,0,0,4,728.947352,0,1
1,2,1,1,3,26,2.9,-2.09,69,-1.07,1,5,-62,0,1,3,542.631568,0,0
3,2,4,1,3,33,3.5,-0.44,63,-0.92,1,4,-56,0,1,3,713.157879,0,1
6,4,6,1,3,34.5,2.9,0.08,67,-0.41,1,4,-60,0,1,3,676.8420885,0,1
9,7,9,1,3,32,3.5,0.92,68,0.54,1,4,-61,0,0,3,697.368406,0,1
4,4,4,0,1,33,2.8,-0.28,56,-0.39,1,3,-49,0,0,4,643.157879,0,1
2,2,2,1,3,35,3.2,-0.96,69,-0.98,1,3,-62,0,0,3,714.736825,0,1
7,8,7,1,3,33,3.2,0.42,68,0.76,1,2,-61,0,0,3,683.157879,0,1
4,3,5,0,3,32.5,3,-0.19,69,-0.82,1,5,-62,0,1,3,655.2631425,0,1
7,8,7,1,4,44,3.2,0.34,69,0.84,1,4,-62,0,1,5,856.842082,0,1
3,4,3,1,2,32.5,3,-0.56,64,-0.38,1,4,-57,0,1,2,655.2631425,0,1
8,6,8,0,3,37,3.9,0.61,69,0.08,1,3,-62,0,0,3,816.315771,0,1
1,1,2,0,1,38,3.2,-1.23,63,-1.5,1,4,-61,0,1,4,762.105244,0,1
5,3,5,1,3,31.5,2.9,-0.03,69,-0.77,1,4,-62,0,1,3,629.4736695,0,1
4,1,4,1,4,47,3,-0.43,69,-1.3,1,4,-62,0,1,5,884.210501,0,1
5,5,6,1,1,38,3.4,0.05,69,-0.03,1,4,-62,0,0,4,782.105244,0,1
3,5,3,1,1,35,3.6,-0.67,69,-0.05,1,4,-62,0,0,4,754.736825,0,1
4,2,4,1,3,33.5,3.2,-0.32,68,-1.14,1,1,-61,0,1,3,691.0526155,0,1
5,4,5,1,1,42,3.4,-0.12,63,-0.36,1,3,-56,0,1,4,845.263136,0,1
9,5,9,1,2,28,3.1,0.9,67,-0.32,2,4,-60,1,0,2,594.210514,0,0
4,3,4,1,4,48,3.9,-0.25,69,-0.52,1,4,-62,0,1,5,989.999974,0,1
1,1,1,0,3,29,3.5,-1.35,66,-2.2,1,3,-59,0,0,3,649.999987,0,0
9,7,9,1,4,40,3.5,0.93,65,0.46,1,4,-58,0,1,5,823.68419,0,1
8,7,8,1,3,25.5,2.7,0.73,65,0.5,1,2,-58,0,1,3,514.7368315,0,1
5,2,5,0,2,26,2.5,-0.08,68,-1.02,2,5,-66,1,1,2,502.631568,0,1
7,6,7,1,3,40,3,0.42,66,0.15,1,4,-59,0,1,3,773.68419,0,1
9,9,9,1,1,39,3.2,1.1,65,1.11,1,3,-58,0,1,4,777.894717,0,1
1,1,1,0,4,32,3.3,-2.76,53,-2.56,1,1,-46,0,0,5,677.368406,0,0
3,3,3,1,4,39,3.6,-0.74,69,-0.73,1,4,-62,0,0,5,817.894717,0,1
9,9,9,1,5,42.5,3.7,1.14,69,1.04,1,4,-62,0,1,6,883.1578725,0,1
5,3,5,1,3,34,3.9,-0.07,52,-0.62,1,3,-46,0,0,3,768.947352,0,1
10,10,10,1,1,48,3.7,2.02,65,1.82,1,5,-58,0,1,4,969.999974,0,1
4,2,5,1,3,30.5,3.3,-0.23,68,-1.11,1,3,-61,0,1,3,653.6841965,0,1
6,9,7,1,3,42,3.3,0.28,68,1.25,1,3,-61,0,0,3,835.263136,0,1
6,6,6,1,3,33.5,2.7,0.18,67,0.26,1,3,-60,0,1,3,641.0526155,0,1
1,1,1,0,5,33,3.5,-2.42,69,-2.35,1,4,-62,0,1,6,713.157879,0,1
3,3,3,1,2,35,2.7,-0.6,67,-0.79,1,3,-60,0,0,2,664.736825,0,1
2,2,3,1,3,27,3.1,-0.82,49,-1.16,1,1,-47,0,1,3,578.421041,0,1
1,1,1,0,3,37,3.2,-1.56,66,-1.69,1,2,-59,0,1,3,746.315771,0,1
10,10,10,1,3,40,3.6,1.61,66,1.58,1,4,-59,0,1,3,833.68419,0,1
1,1,1,0,1,37,3,-1.56,69,-1.97,1,2,-67,0,1,4,726.315771,0,1
3,7,4,1,1,33,3,-0.45,52,0.34,2,3,-45,1,1,4,663.157879,0,1
10,9,10,1,1,42,3.3,1.36,69,1.22,1,4,-62,0,1,4,835.263136,0,1
9,9,9,1,3,44,3.9,1.04,69,0.9,1,4,-62,0,0,3,926.842082,0,1
4,6,4,1,4,38,3.7,-0.32,68,0.05,1,4,-61,0,0,5,812.105244,0,1
10,9,10,1,2,33,3.3,1.31,65,0.95,1,3,-63,0,0,2,693.157879,0,1
3,3,3,0,1,28,3.1,-0.58,55,-0.81,2,3,-48,1,0,4,594.210514,0,1
4,6,5,1,4,41,3.8,-0.22,69,0.13,1,4,-62,0,0,5,869.473663,0,1
6,10,7,1,3,30.5,2.7,0.31,68,1.55,2,5,-66,1,1,3,593.6841965,0,1
4,4,4,1,4,41,2.8,-0.39,68,-0.31,1,4,-66,0,1,5,769.473663,0,1
9,9,9,1,3,35,3,1.05,64,0.89,1,3,-57,0,1,3,694.736825,0,1
5,6,6,1,1,39,2.7,0.06,69,0.09,1,4,-62,0,1,4,727.894717,0,1
10,10,10,1,1,40,3.2,1.64,65,1.58,1,2,-58,0,0,4,793.68419,0,1
8,9,8,1,3,40,2.7,0.75,67,0.9,1,4,-60,0,0,3,743.68419,0,1
1,1,1,1,3,36.5,2.7,-1.61,68,-1.81,1,2,-61,0,1,3,688.4210345,0,1
7,6,8,1,4,45.5,3.9,0.55,69,0.15,1,5,-62,0,1,5,950.5262915,0,1
8,9,8,1,3,34,3,0.74,69,0.95,1,5,-62,0,0,3,678.947352,0,1
10,10,10,1,1,39,3.7,1.31,64,1.68,1,5,-57,0,1,4,827.894717,0,1
2,3,2,1,4,47,3.6,-1.08,68,-0.54,1,5,-61,0,1,5,944.210501,0,1
10,10,10,1,3,41,2.8,1.7,63,1.9,1,3,-61,0,1,3,769.473663,0,1
5,4,5,1,1,39,3.3,-0.14,65,-0.35,1,2,-58,0,1,4,787.894717,0,1
7,5,8,1,1,45,3.4,0.61,65,-0.02,1,5,-58,0,1,4,892.631555,0,1
2,3,2,1,1,40,3.2,-1.08,57,-0.78,1,4,-50,0,0,4,793.68419,0,1
4,5,5,1,3,40,3.9,-0.19,69,-0.17,1,3,-62,0,1,3,863.68419,0,1
6,6,6,1,4,38,3.9,0.14,69,0.06,1,4,-62,0,1,5,832.105244,0,1
8,2,8,1,3,33.3,2.7,0.63,65,-1.21,1,3,-58,0,1,3,637.8947209,0,1
2,4,3,1,3,32,3.2,-0.81,69,-0.42,1,3,-67,0,0,3,667.368406,0,1
7,6,7,1,4,48,3.6,0.29,68,0.13,1,5,-61,0,1,5,959.999974,0,1
10,10,10,1,3,45,3.2,1.57,67,1.34,1,4,-60,0,0,3,872.631555,0,1
10,9,10,1,1,38,3.2,1.8,61,1.26,1,3,-54,0,1,4,762.105244,0,1
10,10,10,1,2,38,2.9,1.31,67,1.43,1,2,-60,0,1,2,732.105244,0,1
3,1,3,1,3,37,2.3,-0.59,67,-1.84,1,4,-60,0,1,3,656.315771,0,1
8,9,8,1,2,30.5,2.7,0.78,69,0.92,1,4,-62,0,0,2,593.6841965,0,1
7,8,7,1,3,36,3.3,0.39,61,0.67,1,3,-54,0,0,3,740.526298,0,1
10,10,10,1,3,37,3.1,2,69,2.15,1,3,-62,0,1,3,736.315771,0,1
4,2,4,1,3,37,3.1,-0.4,69,-0.95,1,4,-63,0,0,3,736.315771,0,1
4,1,4,1,3,37,3.1,-0.31,68,-1.49,1,4,-61,0,1,3,736.315771,0,1
2,1,2,1,3,31,2.7,-1.04,67,-1.95,1,5,-60,0,1,3,601.578933,0,1
4,4,4,1,3,30,2.9,-0.31,60,-0.29,1,4,-53,0,1,3,605.78946,0,1
2,2,2,0,2,17,2.5,-1,68,-0.97,1,3,-66,0,1,2,360.526311,0,0
8,8,8,1,3,43,3,0.83,67,0.62,1,2,-60,0,1,3,821.052609,0,1
5,3,5,0,4,32,3.2,-0.06,69,-0.53,1,3,-62,0,0,5,667.368406,0,1
4,4,4,1,3,39,2.8,-0.31,68,-0.39,1,3,-61,0,1,3,737.894717,0,1
6,6,6,1,3,43,3.6,0.18,69,0.11,1,4,-62,0,1,3,881.052609,0,1
8,7,8,1,2,32.5,3.6,0.72,64,0.29,1,4,-57,0,1,2,715.2631425,0,1
9,6,9,1,1,45,3.5,1.14,69,0.29,1,4,-62,0,0,4,902.631555,0,1
4,6,4,1,3,37,3,-0.35,51,0.15,1,2,-44,0,1,3,726.315771,0,1
8,7,8,1,1,33,3.7,0.62,59,0.3,1,3,-52,0,0,4,733.157879,0,1
8,7,8,1,1,45,3.2,0.78,69,0.54,1,5,-62,0,1,4,872.631555,0,1
1,1,1,0,3,20,3.2,-1.87,67,-2.77,1,4,-60,0,1,3,477.89473,0,0
6,7,6,1,2,35,3,0.1,67,0.21,1,4,-60,0,1,2,694.736825,0,1
3,2,3,1,1,37,2.9,-0.54,62,-1.31,1,3,-55,0,0,4,716.315771,0,1
5,5,5,1,3,34,3.3,-0.03,51,-0.28,1,3,-49,0,1,3,708.947352,0,1
10,10,10,1,2,33,3.4,1.46,68,1.49,1,4,-61,0,0,2,703.157879,0,1
2,1,2,0,4,31,3,-1.05,57,-1.37,1,3,-50,0,0,5,631.578933,0,1
6,5,6,0,4,47,3.5,0.21,68,-0.2,1,5,-61,0,1,5,934.210501,0,1
8,7,8,1,3,39,2.9,0.64,69,0.5,1,4,-62,0,1,3,747.894717,0,1
1,1,1,1,3,30,2.4,-1.36,68,-1.45,2,3,-61,1,1,3,555.78946,0,1
5,5,5,1,1,40,2.8,0.04,66,-0.23,1,2,-59,0,1,4,753.68419,0,1
10,10,10,1,2,33.5,2.7,2.32,67,1.96,1,3,-60,0,1,2,641.0526155,0,1
6,5,6,1,3,32,3.1,0.12,64,-0.26,1,4,-57,0,0,3,657.368406,0,1
3,5,3,1,4,41,3.4,-0.59,69,-0.04,1,4,-62,0,1,5,829.473663,0,1
1,1,2,1,1,31,3.3,-1.28,45,-1.62,1,3,-38,0,0,4,661.578933,0,1
6,4,6,1,3,46,2.6,0.1,65,-0.31,1,3,-58,0,1,3,828.421028,0,1
7,8,8,1,1,44,3.2,0.58,68,0.77,1,5,-66,0,1,4,856.842082,0,1
6,7,6,1,4,32.5,3.9,0.2,67,0.36,1,4,-60,0,1,5,745.2631425,0,1
9,8,9,1,3,32,3.4,0.93,58,0.62,1,3,-56,0,1,3,687.368406,0,1
4,5,5,0,6,17,3.6,-0.26,67,-0.27,1,2,-60,0,1,1,470.526311,0,1
6,5,7,1,3,37,3.1,0.26,67,-0.11,1,4,-60,0,1,3,736.315771,0,1
8,9,8,1,1,46,2.9,0.74,52,1.26,1,4,-45,0,1,4,858.421028,0,1
8,9,8,1,3,40,3.5,0.72,68,1.02,1,4,-61,0,0,3,823.68419,0,1
9,9,9,1,4,46,3.6,1.07,61,1.25,1,3,-54,0,0,5,928.421028,0,1
7,7,7,1,3,34,3.5,0.52,68,0.44,1,3,-61,0,0,3,728.947352,0,1
10,10,10,1,3,40,3.3,1.33,69,1.48,1,4,-62,0,0,3,803.68419,0,1
8,9,8,1,3,38,3.1,0.6,68,1.12,1,5,-61,0,1,3,752.105244,0,1
9,8,9,1,3,30.5,3.1,1.18,69,0.83,1,3,-62,0,1,3,633.6841965,0,1
6,7,6,1,4,47,3,0.23,66,0.49,1,5,-64,0,1,5,884.210501,0,1
10,6,10,1,4,35,3.3,1.76,66,0.23,1,5,-59,0,1,5,724.736825,0,1
2,3,3,1,3,36,3.5,-0.74,69,-0.68,1,4,-62,0,1,3,760.526298,0,1
8,9,8,1,4,31.5,3.5,0.6,66,1.03,1,4,-59,0,0,5,689.4736695,0,1
6,6,6,1,4,42,3.4,0.16,67,0.15,1,5,-60,0,0,5,845.263136,0,1
10,10,10,1,3,43,3.6,1.48,69,1.79,1,3,-62,0,1,3,881.052609,0,1
2,2,2,0,3,34,2.8,-0.86,69,-0.89,1,4,-62,0,1,3,658.947352,0,1
8,10,9,1,1,35,2.7,0.9,54,1.72,1,2,-47,0,1,4,664.736825,0,1
8,9,8,1,3,37.5,3,0.81,60,0.91,1,3,-53,0,0,3,734.2105075,0,1
5,4,5,1,2,30,2.7,-0.12,68,-0.52,1,4,-66,0,1,2,585.78946,0,1
1,1,1,0,2,21,2.1,-1.79,58,-1.77,2,4,-51,1,0,2,383.684203,0,0
1,1,1,0,5,40,2.8,-2.12,69,-1.69,1,2,-62,0,0,6,753.68419,0,1
1,1,1,0,4,41,2.8,-1.51,67,-1.65,1,5,-65,0,1,5,769.473663,0,1
6,6,6,0,1,35,3.6,0.18,67,0.21,1,3,-60,0,1,4,754.736825,0,1
9,9,9,1,1,44,3.8,1.13,62,1.08,1,3,-60,0,0,4,916.842082,0,1
4,3,4,1,1,39,2.8,-0.37,65,-0.67,2,4,-58,1,1,4,737.894717,0,1
2,4,3,1,3,36,2.7,-0.76,67,-0.53,1,4,-60,0,1,3,680.526298,0,1
4,4,5,1,3,33.5,3.1,-0.24,66,-0.42,1,4,-59,0,0,3,681.0526155,0,1
5,2,5,1,1,44,2.8,-0.11,67,-0.9,1,4,-60,0,1,4,816.842082,0,1
3,3,4,1,1,35,3.4,-0.47,68,-0.88,1,5,-61,0,0,4,734.736825,0,1
7,6,7,1,4,36,3.6,0.3,69,0.25,1,4,-62,0,0,5,770.526298,0,1
9,8,9,0,3,31.5,3.3,1.11,63,0.76,2,3,-56,1,0,3,669.4736695,0,1
10,9,10,1,1,46,3.4,1.84,69,1.07,1,4,-67,0,1,4,908.421028,0,1
7,5,7,1,3,37,3.3,0.33,66,-0.26,1,3,-59,0,0,3,756.315771,0,1
10,10,10,1,3,28,3.9,2.37,62,2.45,1,1,-55,0,1,3,674.210514,0,1
9,9,9,1,3,40,2.7,1.05,67,1.29,1,3,-60,0,0,3,743.68419,0,1
3,5,3,1,4,34,3.6,-0.54,69,-0.24,1,4,-62,0,0,5,738.947352,0,1
4,3,4,1,3,35,2.8,-0.35,64,-0.78,2,3,-57,1,1,3,674.736825,0,1
9,9,9,1,3,39,3.3,1.16,69,1.25,1,4,-62,0,0,3,787.894717,0,1
10,10,10,1,1,45,3.5,1.62,68,1.62,1,5,-61,0,0,4,902.631555,0,1
2,3,3,1,5,47,3.9,-0.83,69,-0.58,1,3,-62,0,1,6,974.210501,0,1
2,4,2,1,4,45,3.6,-0.95,67,-0.25,1,2,-65,0,0,5,912.631555,0,1
10,5,10,1,1,32,3.6,2.15,69,0,1,3,-62,0,1,4,707.368406,0,1
8,8,8,1,3,37,3.1,0.65,63,0.59,2,4,-61,1,1,3,736.315771,0,1
1,1,1,0,1,25,2.3,-1.91,53,-1.53,1,1,-46,0,1,4,466.842095,0,1
8,7,8,1,1,37.5,3.8,0.77,69,0.55,1,5,-62,0,0,4,814.2105075,0,1
1,1,1,1,1,36,3.7,-1.76,47,-1.59,1,3,-40,0,1,4,780.526298,0,1
10,10,10,1,1,38,3.9,2.41,60,2.25,2,4,-58,1,0,4,832.105244,0,1
4,4,4,1,3,39,2.8,-0.42,68,-0.42,1,4,-61,0,1,3,737.894717,0,1
7,7,7,1,1,40,3.6,0.4,69,0.3,1,3,-62,0,1,4,833.68419,0,1
9,8,9,1,3,31,3.1,0.93,68,0.73,1,3,-61,0,1,3,641.578933,0,1
10,10,10,1,1,37,2.5,1.39,68,1.3,1,4,-61,0,1,4,676.315771,0,1
7,9,7,1,1,36,3.5,0.36,67,0.91,1,4,-60,0,0,4,760.526298,0,1
4,3,4,1,4,34,3.1,-0.39,69,-0.64,1,4,-62,0,0,5,688.947352,0,1
2,4,2,1,3,23.5,2.8,-0.93,69,-0.47,1,3,-62,0,1,3,493.1578855,0,1
10,9,10,1,2,30.5,2.8,1.32,69,1,1,2,-62,0,1,2,603.6841965,0,1
6,5,6,0,1,41,3.2,0.24,68,-0.19,1,4,-61,0,0,4,809.473663,0,1
9,8,9,1,3,34,3.1,0.87,69,0.84,1,3,-62,0,1,3,688.947352,0,1
4,2,4,0,6,20,3.2,-0.27,62,-0.93,1,2,-60,0,1,1,477.89473,0,1
8,7,8,1,1,38,3.9,0.66,69,0.37,1,4,-62,0,1,4,832.105244,0,1
6,7,6,1,4,37,3.8,0.19,69,0.35,1,3,-62,0,1,5,806.315771,0,1
1,1,1,1,4,28,3.4,-1.42,69,-1.85,1,4,-62,0,0,5,624.210514,0,1
7,8,7,1,3,28,3.2,0.51,68,0.6,1,4,-61,0,1,3,604.210514,0,1
10,8,10,1,4,42,3.8,1.6,68,0.75,1,4,-66,0,1,5,885.263136,0,1
8,7,8,1,3,36,3.3,0.6,68,0.35,1,4,-61,0,1,3,740.526298,0,1
7,8,7,1,1,43,3.8,0.36,67,0.63,1,4,-60,0,1,4,901.052609,0,1
6,6,6,1,3,37.5,2.9,0.18,66,0.06,1,5,-59,0,0,3,724.2105075,0,1
6,7,6,1,1,33,3.8,0.27,70,0.35,1,4,-63,0,0,4,743.157879,0,1
7,8,7,1,3,39,3.7,0.45,64,0.71,1,4,-57,0,0,3,827.894717,0,1
10,10,10,1,1,39,3.8,1.8,60,1.56,1,2,-53,0,0,4,837.894717,0,1
1,1,2,1,3,39,2.4,-1.13,60,-1.69,1,2,-53,0,1,3,697.894717,0,1
7,6,7,1,3,33.5,3.7,0.43,68,0.17,1,3,-61,0,1,3,741.0526155,0,1
7,4,7,0,6,25,2.5,0.53,63,-0.44,1,2,-56,0,0,1,486.842095,0,1
2,3,2,1,1,38,3.4,-0.89,68,-0.75,1,4,-61,0,1,4,782.105244,0,1
9,10,9,0,1,36,2.8,1.09,67,1.41,1,3,-60,0,1,4,690.526298,0,1
